cleaned_tweet,label
codysmith true miss yall man yall brothers mikey starting chink lmfao,False
cogitoergobibo penske runs nascar yellow theres sponsor already wouldmakealottasense,True
cokamoschiach defense trash hes rocked jesus soto karass diego chaves,True
cokefuckedyou im bitch insomnia shit bed since midnight,False
colemcdowell waco ghetto hahaha wait til go pick nat austin tomorrow,True
colemcdowell someone sent months ago bitch,False
coleycee campaignpapi theycallmeshay lmaooo coley whammmmed add swervee bitch,False
coleycee xpricelesslmaoo bitch dat low blow,False
coleycee bitch dats yo sahara desert ass,False
coleycee bitch look white u,False
coleycee bitch kill yo self,False
coleycee bitch stop takin shit ooo hate u u dumb bitch,False
coleycee bitch watch tf u moose meat,False
coleycee didnt say thought u told delete deleted bitch,False
coleycee fuck u u dumb ass bitch hoe,False
coleycee lol bitch u forcin glass water bitch u lil thirsty puss thang,False
coleycee bad bitch ayeee,False
coleycee yes bitch realize dat,False
collinbrennan damn son maybe didnt know ya piece tryna get pussy breh,False
commongaytweets nigga byeeeee lmfao ill dammed fag stole girl,False
complexmag didnt know whitetears blue yellow lessonoftheday,True
conmanbo lastgreatstand major league bitch,False
conanobrien dat one ugly animal da monkey adorable,True
conradmlg im goin expecting get slept faggot,False
coolstoryisaac hahaha thanks bitch,False
coolstoryisaac thisty hoe,False
coosie bitch phones gonna die serious got hot pockets,False
coreyroyalty hoes,False
coreyd damn bro ps trash lol,False
coronadior found u fuck cock hard love dripping pussy,False
cottoncandy god wrote em think coon,False
cottoncandy hell idk pussy better golden,False
cottoncandy lmaoooo aye people person know lil rico got hoes hahaha,False
countryredbelle thought youd get hint know youre fake cunt delete fake account,False
crackerjhak youre fag,False
crackerboyy hoes really,False
creolebabybritt blurbette thepbg guy thinks slang around bitch without offensive apparently,False
creolebabybritt dont make draw like one franch bitches heffa,False
crewz miss tupac rap offs hillbilly,True
crowefashow cause loads pussy get right,False
cruzanchoklate look yellow fever,True
cryystalina cuz people work bitches shit talkers yeah dude need girls night,False
cryystalina haha yes niggah yesterday night idk man hit night like around morning didnt go sleep till like,False
cssalazar see bro pussy changes,False
cssalazar wetback,False
cssalazar yeah bitch hit get friend zoned brody,False
cssalazar yeah right pussy,False
cuauhtli elchavaloko cafebabybull hes cheating wetback,False
cuauhtli saucygyro coffeemanelliot called kidd pussy something,False
cuauhtli couldnt find regular one faggot,False
cuckoldcock molotovhowdy likes yo page wants make da lovin white girl wit colored man watchin pullin weenis,False
cuffnoslut cdfu bitch fried,False
cuner makes pussy making stupid internet threats youre child idk probably deserved,False
cuteciothes xoshelbie go buy bitches,False
cuteemergency shown tiny kitten dumb fucking cunt,False
cyberobama ereievant plot twist faggot,False
dsinceday brother tf negro,False
devinthedude ready make stats test bitch,False
dhsjournal run cp community local cops treat ppl like trash hate makes ppl think waste,True
directv showing yankees game arizona promo washington huskies game bet dish would want business,True
djsuggablack people shit get shot like people hate dodge bullets karma bitch,False
djworkmann bigmoneyniquee mane yall niccas crazy af wiz old shit got niccas bitin style n errthan,False
donleggg tripleczg chatt niccas love doin dat brah,False
donleggg lol hell ya dey think nicca der roadrunnin,False
dp bitch yu safe,False
drslaten view hackers level shoplifters bitch slapped lake held drowning harsh yeah hate,False
dsarrogance hgshit bet pull lease bitches,False
dswaggin justdavilaa xaviee quise look ur avi u fag,False
inwardforfun bitch dennis,False
bitch dont b hypocrite,False
cuz gunna smoke u today u bitch tho,False
dmrhoopa see thats gill green bitch ass didnt help get schools either yall still tournament,False
dpalomino theonemissluu niggah though daniel lol,False
dpalomino poop see im going ghetto talk wtf,False
dadamnbone im finna dm pic bruh hoes funny,False
dajetlyfe nicca,False
dajetlyfe yall niccas spark,False
darealalexinla buckmse wasnt training gook boy doe,True
darealalexinla woodyafc rodriguez nig fun watch got admit ebola boy speak broken spanish lol,False
daaboyrell sluttyboykush keemescobar bitch,False
dallyjackson im hoe,False
daltonryann parkatie blakeanderson guess dumb bitch need drink time place fuck someone haha,False
daltonryann laying bed bout pass gonna bitch,False
damianhuffaker haha kiddin ya get fag taylerhatesyou come well go fishin shit,False
damianhuffaker youre trash,True
damiergenesis pulled bulbasuar know im bout make yo girl pussy sore,False
damonethedon bitch got bloods dat hang la,False
damontda natemurdoch jackdatow mkpest oandapests fuck lil bitch prolly gotta lil dick,False
danlukas gotta keep bitch check,False
danwolken idiotic opinions like make polls less trash polls werent problem people integrity voting,True
dangitstiff look like fucking shrek bitch,False
danicim choke bread bitch,False
danieldavidlee xoxoshima ya girl slimy ass hoe get control tell stop spraying bullshit mouth day,False
danielm hell na hes honky brah,False
danielsizelove conradmlg get cunt,False
danielsizelove pussy,False
daniellaparella wuz making general statement ive never called u bitch,False
dannymndz titanmtzzz hes still pogue though,True
dannycavanaghavailable online soon didnt enough get anathema merch cracker need u,True
daretnzr know hoes aint right,False
dariendaywalt bitch shut fuck goddam slut bitch whore nigga,False
darienbabyxoxo jk id fuck dog fuck fish pussy,False
darienbabyxoxo ya cant real account dumb bitch go wams fucking bitch,False
darkliquanigga nigga grow balls concentrate pussy,False
darknight showing fairy blocked hajihuntingpat paulsmitheringa joedouglas jewjitsugrl blackorchidm taxman,True
darthmaverick xcntrik religulous chrispyosh rather believe man definition good u mock,True
darthmaxwell dude pissed looking fucking died least im yoked ape,False
darthsnuff id sell anything people willing buy highly prostitutes think pussy sell,False
datboyrayt support lesbians support faggots theres difference,False
datboyrayt bitch ass nigga rico,False
daveswerve awe boy shirt tight bitch avi polo man turnt wrestler fat ass lil boy,False
daveswerve boy look like slave hoe,False
daveswerve lmaoooo middle school knocking pussy earrings shirt french toast,False
davethegaybaby problem remembering quirks real bitch,False
davethewavee giants trashtheir time,True
davethebrave come hoe,False
davethebrave perfect smoking weather haha bro aint even hood yet already got hoes trying say towns,False
davethebrave hoe shit bro rt x better rn nigga high,False
davidhesq well dirty bird could middle finger since phallic giving bird necessarily wobblewibbler,True
davidhunninck bitches eh hahah,False
deadjake cant stand people get fucking amped especially whiny bitches even get scared,False
dearionbasedgod kendrick better papoose drake,True
dearionbasedgod nigga fuck plano schools go hard bitch way better richardson,False
dejloaf mixtape sell sole got bangers,True
debsflpx lucky sensible ive never fag drug im pleased statistic yes beer thats,False
decimateix cant even spell right brain ape,True
decodnlyfe lupefiasco larellj another black man anything monkey always monkey chicago idiot,False
dedicated idk gotta think cause bitches small shit,False
dedicated ugly ass picture thanks bitch,False
deeharris might one dont bitch,False
deejay fuckwatyuhherrd couldnt care less bitches,False
deemayweather fck dem bitches always got sum shit wit,False
deerayfresh pussy purp,False
deeiiggee hey bitch gonna talk shit tag quit bitch fuck car cause wont hold air dumbass,False
deeznutsdoe id hate feeling like faggot punk ass hoe,False
deeznutsdoe wash butthole tongue little faggot,False
deeznutsdoe shut mouth little fuckin bitch,False
deeznutsdoe dirty little bitch,False
defendwallst whatever fuck assholes theyre niggers look alike,False
defendwallst little isis faggots usually bags heads anyway makes bullet placement interesting thru scope,False
definemeee lol tell dat white bitch said hey,False
deliaparedez rikkilovee gabrielaangela stephyrae theonemissluu ramonapilar im coming bitches,False
demlipstho u knw homie show bitches love,False
derekisnormal rt crappyfactsare mcrib buns contain chemical azodicarbonamide also used make yoga mats soles shoes,True
derekkirchner torimills fags,False
derringereagle ur moms pussy died slow death well good company virgin,False
destrothenoble nekolin purple pinkfor faggots want protectedby police instead bearing arms need,False
detroitche bitches like means something,False
detroitplayer prettytreazure gotta atleast call bitch lol,False
devilelyie fag,False
devilfzyq devilelyie tehdevilclan shut fag,False
devilgrimz ironic hes trashcan holds trash everytime two cuddle burn,True
dezzzybo lol nigga real retard,False
dgkadriann shes bad bitch,False
dickdankstardly smile like retard kid took till like th grade learned naturally smile,False
dietcarmel jlewyville idgaf man fuck hoes nice look aint,False
dietrich ill show chug beer,True
diggyrozay bitch stayed loyal keeper bro,False
diggztblb bitch,False
dignifiedpurity lmaooo black fag misread im blocking,False
digonieto thanks little fag,False
diishaidiamond lmao yesterday hoes cute af lol,False
dimelouxaoh keeping hoes happy,False
dimitricrossin bitch ass,False
dinolich dont yell love evolutionary lines claudiavice despises trash buddies,True
dionprimo soul departed traintheres soul musicjust hunger bitchesmoney fame,False
dirkalisic balkanmade dude quit hyposhitical bitch ran downstairs cryingbegging tell anyone,False
dirrttyydan lmaoo phone autocorrect like bitch,False
dirtyeaffiliate loves juggling around loves fast life im sure hes already grinded amcon hoes well,False
divamonroeuhoe cheefpolo hoe hoe hoe merry christmas,True
dividendmaster obama bitch speech pure politics mid terms way destroy isis troops ground,False
dizzybala jameswinfield hey dont diss basketball hoe,False
dizzybala jmattear dis sellout nigguh still talking,False
dizzybala god awful dude dorian eggplant black,True
dizzybala man get around lot bunch hoes,False
dizzybala whoa calling cunt,False
djchubbeswagg like retarded wutang clan,False
djlouis club ho,False
doitlikejaye yasss bitch yassss deserve drake voice,False
doemostdope mattrbennett johnniegoings ha booner twitter booneboone ha,True
dolangang beans u beaner,False
dolangang wouldnt know fag,False
dolfyadolf yall gots betta machinery fo dat hanger ghetto,True
domizdope lmao ive always wanted skibust ass im innat hoe fit,False
domworldpeace oh nab def easy may know believe im legendary curving pussy lol guilty pleasure,False
donlemoncnn danabashcnn u sorry give racist sentedcruz platform w trash language dana ur intvw kindergarten level,True
donnerkay surlyrevenant enraged lb mike brown lethal weapon legshis hatred police whitey added fuel arsenal,False
doop lol shid got one boy ass lonely bitch cuffed aint ya,False
dopeboypollo wassup pussy,False
dopekorean lmfao putting twitter see fat bitch,False
doubleaiv watch bitch nigga u gonna want whole team dead,False
dougbenson hey bitch get lucasbros show theyd perfect im kidding bitch part,False
doughboyfreco hahahhaha mad bitches,False
dougherty apologies oh wait fucking birthday bitch,False
dounealdy tonight pussy,False
drmalvo likes back dare free fo cause whitey pay da fee,False
drmalvo rotten da whitey,False
drake thank lyrics bitches gullible sleep music like aw u sweet let suck ur dick,False
dranumaya wrong maybe dealing pussies dont put crap f telling f keep real,False
dreday bitch,False
dreday nig nog,False
drethinks lol lil bitch,False
drethinks damn coach aint never called back bitch ass,False
dreadheadxx bitch hallon,False
drewhelms know right much retard,False
drfreezeburnn daithidenogla learned many retards find search trending topics,False
drfreezeburnn thats bias objective fact philly fans cunts,False
drivemylexis yasssss bitch yasssss,False
druggzz gonna bring though unless turning welt already like bubble wit pussy gotta pop itll gone,False
drunkatchurch mzyummydread slide bad bitchdat bitch look good,False
dswizzle dswizzle boy u look like big bird sesame street,True
dswizzle bitch dont even look like keep talking going fight,False
dswizzle bitch im real nigga fuck u mean weak ass nigga dont pretend someone im u shut shit fuk boy,False
dswizzle bitch unknown u dont mixtape damn sure cant rap u couldnt rap life depend,False
dswizzle naw u keep fake get yo lame ass somwhere wigga hell get somwhere,False
dswizzle oh hell u swag whats ever even little bit dem cheap ass pugs rag bitch u black,False
dswizzle yea thats thought pussy boy u r fucking thot,False
duckinfope thats win right nigga doesnt partake faggot even dont smoke,False
dudewithahighkd jeffreyhaas juddnation sucksbitch cant even pretend dance,False
dustinhooper lol lil bitch,False
dutchbrosplease youre welcome miss nig nog,False
dylankwinnn going free birds anyways,True
easportsfifa next update would amazin two celebrations added shirt well take yellow rko,True
egpguamo sonicboombrad im assuming would look something like bitch slap dickpunch,False
ejthr got alla da hoes,False
evbyhatesash bitch wants everybody though thats shit one point,False
ezadick dont fail bitch,False
eatmytweetzz lilbuttshar bitch hit chick wont looking shit weak af,False
eatmytweetzz huh verizon years bitch,False
eatmytweetzz text dont noisy hoes watching,False
eaglesandheat bpfillherup soleuniv nigga done bumped yo head li nings fire kobe elite golds trash,False
eakaerick wouldnt share wave trash cans,True
eatmytattoos real nicca shit tho lol,False
ebasandman mean bitch ass pussy,False
ecliptik zfearless prihncess ssickstory mine pussy,False
eddiehayden lol yeah bro good choice bitches love foreign whips personal decision,False
eddiesativa pussy,False
edgarguillenjr imthatsubieguy blakeanderson joshhandsomee aint feet pussy,False
edgarguillenjr joclark blakeanderson bitch hit girl,False
edgarguillenjr joclark daltonryann dault blakeanderson justinmiculka ktit aaronbaxter bitch edgar,False
edgarguillenjr punk pussy ass bitch dude dont balls fight wanna wanna hit girls fuckin bitch,False
ehhdonttouchme kourtj brialeeandrea thats ghetto,True
eljefedejefesc damn bitches niggas mind haha,False
elgrillo east current location eastfacing slope dry side dry place,True
elaineeespinoza youre bitch,False
eleycomeeleygo caykelly movies dont matter long coon shit coons youre nigga,False
elijahfnbaby bra im bout blaze bitch,False
elizabethbatman zmbiedance bitches,False
elizabethbatman lizard unless skype us bitches,False
elizabethbatman bitch,False
elvisnotpresly gt android dmt kno whats box nig,False
elyssajankowski comedytextings haha stupid hoe,False
emmalouisasuttl timmyn anyone bring monkey,True
emmalouisasuttl hit clam chowderthanks wishes card,True
emmanillanilla cocky sons bitches,False
emmanuelrodz willian hoe,False
empresstata aww man ball small lil affair set bitch,False
englishbrit sounds like good idea want word spread jews niggers commies alike,False
entmagazine magisto digitalskeptic project could lead military program requires full op mock testing,True
ericbaetsle greaser,True
ericwithahotdad bitch work hours day protect freedom fuck alwaysonwatch globalforceforgood,False
ericwithahotdad bitch im done school,False
ericwithahotdad faggot,False
ericmariners jc point sasquatch bitch,False
ericmariners chiefpeters lexxxruger maniacx rodriguez hoe wasnt loyal,False
erinsabersix im slay bitch im wearin bandos armor cause im rich got slayer helm whip droppies,False
erintaylor brios sure want give free pass every border jumper country two whats wrong,False
esemiro bitch please,False
evanbecker triggaplease morbidmermaid zooyorkinit shayisdabomb rainbowblake shes nigger,False
evanbecker triggaplease morbidmermaid zooyorkinit shayisdabomb rainbowblake see dumbass nigger,False
evanbecker bitch,False
evandmyers nineinchessoft redneck attitude people think benghazzi real think fox fake nws real one,False
evanpgrant hope charlie strong utcoach,True
evanwhite jeremyhemsley really thats got side hoes,False
eveldick surprised ugly mike boogie buy pussy,False
everybodyhatesv read black man tweet hot sauce trash watermelon overrated cant deal,True
everybodyhatesx shut bitch focus l tomar,False
evettecoleman lol true want fried oreos,True
exurbankevin birds feather flock together subbeck,True
eyeonpolitics chrisloesch long one special brownies right,True
ezraxdavis want pussy bad,False
faghettios speak english prude ass white bitch,False
faghettios thirsty basic ass bitch,False
fifacom pepe defending outstanding tackles accurate nd hos job perfectly legs,True
follownova yooo thinking bout day lol really speaking one person niggah,False
frankthefob ok u hav gun love superior fighting games probably get bitches peace,False
fazedavls soarwvyy soarhaze fazeoutcst gobbledy gook dont game,True
fabianmleal aoas write back bitch lol,False
fabianmleal bitch lol,False
fabianmleal bitch lol im life anymore,False
fabulousjonna need red green yellow pants helly shirts express,True
faisalnizam khaye cant see freakin emojis im basic bitch today,False
fapplebee dude tell thats true mom friends texas trying hype redskin football shit,False
fardousaa becuz man celebrate bday drreams faggot,False
farrahisawhore persianfarrah nice account faggot,False
fatassmee pussy,False
fattyytooraw well ontario like kind dump ghetto moved since cheaper live,True
fazeybaby kmichelle souljaboy vouch ya pussy tho k,False
femshaveballz u spent significant time ghetto witnessed years terrorism committed police black community,True
femshaveballz unfortunate clothing choice hoes crooked belly ring completes dumb trash motif perfectly,False
fenkellpayroll yall niccas bout blow fool lol cant wait world see detroit shit nicca,False
fernandezice quit pussy,False
feyenody ja zo denkt ieder wel zijne zaken je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuiting,False
fightnightx nmflife khan facing nothing trash since l garcia,True
fightsonvine bitch dont even think playin wit,False
fitlifemike chanelisabeth hoe dont make put screenshots texts hoe,False
fitlifemike chanelisabeth shut fuckin beaner,False
fixitjesusx hoe,False
fixupmayte therealyoungzel divamonroeuhoe im destroying bitch dawg,False
flawlessdv aboutstrafe nexsmitsky also like im called hoe ive saying stop,False
flawlessdv tehduckii pussy ass bitch,False
flawlessdv dont bitch smh,False
fletchermassie telcoag rcb go back mutt rev style course would necessitate running dog adopting,True
flightyung thats call crash dummy hoe,False
floralelephants pom poms make shit yeahhhh,False
floralelephants wasp angry legend beat squishy pulp,True
flow jus wanted let yll know hope hurricane kills soca sunday trash lordwillin,False
flyguychanze lol tell bitch,False
flyerscup boy idea coming called smartphone youre horrible trash talk,True
flyoutchase haroldmajor lmfaoooo bitch didnt change much could find,False
francoiskilljoy marshall law whatever coon,True
francoiskilljoy bitch stop hatin cause aint make em toddler size happy make em gs,False
frankiejgrande ew queer white thirsty bitch,False
frankiejgrande fugly queer white trash,False
frankiejgrande omg gtfo white faggot,False
frankiejgrande ugly white bitch,False
frankiee dont bitch man lol,False
fredbrooklyn doublegunschip great dumb crybaby pussy,False
fredrpvasquez damn bitch eddie johnson teams last year,False
freddiegibbs lol always complaining crying like jeezy broke cause moaning old bitch,False
freddyamazin ratchet looking nigger,False
freeajay understand look like real life dyke right like look like wnba dyke bro sports bra bball shorts wearing dyke,False
freeblazegawd lmsoooo dawg aint got bitches mane low key got chick cant say twitter know wolves,False
freegeezy nigga look size plus get hit ass look like fighting life ill sneak dat bitch run,False
freegeezy shoot nigger bitch knees,False
fromtheshwa yes get twitter lame negros never learned use internet,False
fruiam seen sum im tryin see lox n mook,True
fuckboirik hahahaha youza fuck wigger,False
fuckkennyj trash,True
fuckthemallcops theharris mrmooncricket bobbybotsods jimtalbot uncleunco aids fuck smdh u punk bitch,False
fucktravonn ahh see im still rook knowledge hoe im progressing,False
fuckingcashbro youre little bitch x,False
fugazi leave beaner retard,False
fukkntyler aint light skin nigga im even colored lmao,False
fukkntyler nigga talk shit period aint nun new white bitch go threw every damn day,False
fukkntyler u bitch niggas clothing shut yo ass,False
fulfshawnfulf peckerwood,False
funnypicsdepot hes greaser,True
furrystoat record nohomo dont care unless gotta see every sexuality even birds dogs,True
fusionrocks jumabr likes dem mexican hoes day suck dollas,False
fvckmike bout smack bitch,False
fvckmike bro bitch really stood like gonna give penny,False
fzrodl exception gilda radner bitch funny,False
gstatus vikkifusco flyersfan youre still bitch,False
gstatus stop bitch,False
gbleighton remember bitch stop drink get stalled wib advice,False
gduenez ur one talk bitch,False
ggchanel jesjosie yeah fuck jigsawfaced bitch everyday b,False
gmanistbe thanks dumb bitch,False
goosemoner bitch lol,False
goosemoner youre bitch lol naa serio wassuo,False
gopblackchick barrackobama said uswas full nicegivingsmart ppli thought meanunexceptionalbitter clingersevolved,True
groundzero thats true ways gaming broad days tho everyone gamer candy crush angry birds,True
gwdrums samzbikowski oh wait get photo playin creeds side project bad yeah fob embarrassing,True
gypmatic pissed alotta ppl fb flooding newsfeed next target hoe ass texans,False
ganderson lol gonna fun got two niglets way,False
gbabyrachi niccas dnt kno bout da art finessin,False
gabejgonzalez rpopbox prime leija would trash dudes today,True
gabrielaangela deliaparedez stephyrae theonemissluu ramonapilar rikkilovee whatever gabby hoe,False
gabrielaangela stephyrae gabby ghetto,False
gabrielaangela always bitch,False
gallagheremily nigra da back,False
garciac nudes trash,True
garner heyyyyyyyyyyy fag boy gonna watch play,False
genetnbarockbox says old man hope survive another years silly jigga boo monkey,False
genuinelyot lol pussy got rich niggas losing minds got drizzy breezy beefd puss devils playground,False
genuinelyot yo mind rose colder kim way earth kanye bitch give problems wizs,False
gertrudelarue colored latino jewish move dont ruin neighborhood wipe,True
getemcraig hear ya hoe,False
getemcraig sleep hoe,False
getemcraig funky hoe gone solo,False
getemcraig lol morning hoe,False
getemcraig naw hoe let see got keisha,False
getemcraig owe two hoe dont wanna hear shit hyu,False
gethenian ffffffffffffuck baratheon rebellions bitch,False
gforgent bitch happen comin thru,False
giannaamarieeee first calling hoe dont make go sharkeisha ok boo boo,False
giantraiderking oh sneaky son bitch,False
giftedhussle dallyjackson trefreedawg babe thought countsbitch thot,False
ginamariez bitch jessie still love anyway,False
gingerdemoness den enjoy da nite wit colored man weeks lets needs ta bring da magnums,False
gingerdemoness shits like eggplant baby black big enough dat da women gets dem piece,False
gingerdemoness riotcast weirdmedicine wants call bouts vitaligro aint sho doctor fo da colored folk,True
gingerdemoness jcapswgr dem colored boys sayin dare baby daddy gots protect semen da lock key wrap x,False
gingerdemoness mjkeenan da n mean negro,False
girlthatsvonte dese bitches n shot nigga,False
girlthatsvonte wont ima come piss bitch,False
girlthatsvonte lol nahh bitch dont put yo life ole cant drink water ass nigga pissinindabedassboy,False
girlthatsvonte ainn bitch,False
girlthatsvonte shut bitch,False
gjulio dont love hoes,False
gladvillian u want make u one ghetto nunchucks come singles doubleended,True
gladvillian dont get bacon stuffed crust tho trash,True
glitteredinpink hoe dont tweet,False
glodupshawdy manonthemoon tonydennis lilthickgawdess childishcudl ninathegoat yungrape basic bitch comeback expected,False
gloryyyy brooooo miss bitch,False
glynjackson rachhbasss granted cracker isnt bad say white person saying one slave,False
godaddy hope guys get attacked supporting sopa bunch dirty snake faggots,False
gohardbrown yourdaddy xavier bitch,False
gociveix egg spam bitch,False
godlovesbiebs go pray church something fag one cares religious bullshit,False
godbodyream want eat pussy,False
godsmackmusic itunesmusic itunes band white trash white trash would buy album,False
goldglovetv neither fucking cat pussy,False
goldeelocx lmao real shit though bitches dumb fuck smh,False
goldiemack hoe told gonna chop dick baltimore,False
gonewithkalijah watched st season bc wanted see diff sides elijah see thristy hoe uses walgreens hair dye,False
gonewithkalijah always pathetic mutt desperately seeking attention purpose matter jp writes never change,True
gorgeouscamry itsdesha man get yo bitch ass mf mentions man tht bs u trippin,False
gorgeouscamry bitch fck lay wat wanna,False
gorgeouscamry fight nah dumb bitch,False
gorgeouscamry ight bitch ima see u,False
gorgeousera come record saying hes bitch,False
gorillaleo fuck chicken sandwich ho,False
gossipcop julie tell crybaby blacks get someone blk dress white facedniggers always whining,False
gossipcop jayz bey never bejus trash,True
gossipcop screw little porch monkey,False
gossipcop coon n coon wanna b got except time jail,False
gossipcop idiots except kourt rest slutty ass bitches,False
gossipcop dont fat bitches die,False
govjaynixon u pull let ferguson fend week wasting manpower r attention hos,False
grandehead got hoe bootlegged haha wanna borrow,False
grandehead biiiiitch hoe looks perfect haha iight,False
graysekelly women get relationship quick wont feel like hoe sex,False
greatwhite get bc called tool called hoe bc hoes tools hahahaha im funny,False
greghillwaaf new showthursdays jinxy broadcast moon made chunky blue cheese know,True
greghillwaaf soo putting crackers gregg,True
gregyballs asian pussy,False
grizzboadams wyattnuckels im straight cali kush bitch dont kill vibe,False
grizzboadams wyattnuckels bitch got plans fuck tonight said friday nigga,False
grizzboadams wyattnuckels bitch make plans pussy fart im charge follow deny im doin friday fighting,False
grizzboadams wyattnuckels fuck bruh didnt show fucking pussy,False
grizzboadams wyattnuckels haha ight nig calm yoself,False
grizzboadams wyattnuckels haha playin nigga fuck bitches make money smoke straight og kush,False
grizzboadams wyattnuckels ight friday nig,False
grizzboadams wyattnuckels friday c burg mall gettin whipped like bitches fuck,False
grizzboadams dude fuck faggot friday go bitch set standards make break bitch,False
grizzboadams fucking block white ass try start shit like fucking queer fuck nigga,False
grizzboadams ight nigga haha fucking queer clear schedule,False
grizzboadams ight nigga tonight c burg mall bitch,False
grizzboadams roid rage much faggot,False
grizzboadams crying baby back bitch,False
groovyear straight hoes wait,False
grotesmurf illmartino svenstweet kangucup goh anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id,True
growword nigga goin work quit tryin kill niggas vibe broke bitch,False
gutssidious yeah quit bitch edit,False
gutssidious get devil first bitch roasted,False
gutierrezalf legit retard,False
guttadadon never really rocked white sole feel ya bro favorite foam time,True
guz ive multiple classes aint really rare also dont call teacher bitch twitter,False
gwendolync thanks nig,False
halygang dirty bitch always beggin microwaves catchup shit mufuckas always like bye falicia,False
hauntingilinsky sorryimalex bc taylorcaniff trash would lie told hes real,True
hauntingilinsky sorryimalex actually think hell lil bitch cant punch potato,False
hbmostdope sodmgpcook yall pussy boa,False
hberghattie snkscoyote wonder progs didnt relegate young black men ghettos keep away harry reids friends,True
hogannohulk lovtadaisha terrance wanna one hoes,False
homelessbitch bitch smoke,False
httrdcrising fuck redskins bitch,False
htownracer shit tell pussy come retirement show kareem jackson get respect,False
halawa sick muzzie trash jewjitsugrl joedouglas darknight blackorchidm,False
haleyjoanis lick pussy crack,False
halfbakdkitten ill finger ur tight pussy slowly youll moaning name bby,False
haliemaranda huntermoore bitch u perfect,False
halleybrenks interesting hick,True
hansolosson bruh really rocking toaster face lmaoooo prolly got bitches man,False
harbison knw pussy hate u ask tht,False
harleyyyquinn trash,True
harrydillema svenstweet wltrrr vraag svenhij denkt hoe lichter van kleur hoe beter het morele kompas werkt ik ben kleurenblind,False
harrysboylouis curveme laughing joke big different bitch,False
harveylevintmz sly want got want got americathey got word nigger want,False
harveylevintmz sal tryin pull k ferderlinelazy ass son bitch,False
haseenabakhtali steen madraq altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje vertonen z dierngedrag,True
hazeleyedbarbi walks away pussy,False
hbtmm ill ask question support border jumpers support illegals,True
hearttbreakerr neverreggies capitalscreezy u say twat,False
heatherelisep plus trash talk know especially ole miss,True
heatherpoole go direct flight price done layovers flying bitch enough,False
heauxmersimpson im jus tryna vaca away niggers bro,False
heavensway nd last time ill ever call faggot,False
heelsoversneaks smh u retarded lol,False
heilsidious breezbyya lol caitlyn cant carry retards,False
heilsidious devilgrimz let faggot already cries sleep,False
heilsidious dyldobaggenss whatta fags doin,False
heilsidious ass oreos name thad castle,False
heilsidious sion faggot meh ganks pre post ganks still pretty meh hes tank nothing special imo mao,False
heilsidious hmu youre good go bitch,False
helgasfishtales omg dont even know kimlau sq isi would likelook bird ran hills lol,True
hendrixoxo bitch fav retweet,False
hendrixoxo lemme guess wore hilly hicks sweatsleggings,True
hendrixoxo wtf hoe answer question,False
herfarm steveworksyou thedemocrats low info redneck dumbasses vote corporate shills idiots like believe dummies,False
herfarm move country teabaggers,False
hermannyrblog hes clue heeb,False
hiphopfeeen old old wolf pussy,False
hibye omfg pics tranny lmao,False
highofftatianna lol fuck lil bitches aint shit peep wassup w tho,False
highwayy youre bitch,False
hilareejay hate creepy ass dolls call dada im like bitch aint yo daddy,False
hilareejay lemme find twitter beefin hoes,False
hillgasm bitch need crutches,False
hippieproblemz pussy poppin headstand ur eating watermelon,False
hipsterbreeez na young bitch got school,False
hobsondarlene blessjesus amos two walk together unless agreed differentlevels,True
hollowdadonlom god damn chinks,False
hollygroveshawn word school flow dumb hoe,False
homohulk fucking hated bitch,False
homohulk told bitches mad even g,False
honchopikasoe im tryna bitch soon,False
honchopikasoe lmao hell yea love thick bitches thick bitches love fat niggas,False
honeygotbunns bitch know wont,False
honeysuckletav well canonically plays troll equivalent pokemon throws new fairy type,True
honorchriskyle tonysoprano amen tweet mm rockets victor charlie leave lasting impression,True
hoponthebeast found right good job unfollowing btw faggot,False
hopemcclintock couldve swore everyday jus sayin hoes like days ago im gaywhats next gotta baby way,False
horsepowerwill naw nigga got yo bitch tip toeing wooden floor,False
hoskinsty saambrowning retarded,False
hoskinsty dammit im one fucked tranny,False
houdiniofcod send fucking challenge quit pussy,False
housecracka meet later reach around charlie crist,False
hovaa niggerfood niggerperson nigger,False
hovaa cracker,False
hovaa ok wat ever u say whitey u prolly never even seen shaft,False
hovaa shut lizard faggot nigger cunt,False
hovaa thats logical bitches love using face toilet,False
hovaa yellow spots,True
hovaa ya know slang im racist h porch monkies,False
hovaa pet zebra stripey,True
hozay bitch shut hand flowers selling light change,False
huffingtonpost faggots page cant theyfaggots offend,False
huffingtonpost im american dont give shits beaners ship beaners back,False
huffingtonpost looks like little porch monkey,True
huffingtonpost little cunt die care,False
huffingtonpost dont bitch shoot sick whores,False
hughspliffner hurt hoes like,False
hunglikerobby bossbitchdaphne taytuckfuck bitch account,False
hunglikerobby emmadiabetes open mind bitch beyonc crazy,False
hunglikerobby tripleem bbluedreamm nice dumb bitch puts nose business eat shit white trash hoe,False
hunglikerobby tripleem bbluedreamm brush lets ignore silly hoe shes pregnant hella hormones tryna fuck people,False
